"","estc_id","title","sum","n"
"2647","T185728","The odyssey of Homer",113,1
"2648","T185729","The odyssey of Homer. Translated from the Greek by Alexander Pope, Esq",253,2
"2649","T185730","The odyssey of Homer",137,1
"2650","T185733","The odyssey of Homer translated by Alexander Pope, Esq",251,2
"2651","T185734","The odyssey of Homer",115,1
"2652","T185736","The Odyssey of Homer",140,1
"2653","T185744","The complete letter-writer",9557,11
"2654","T18580","Poems by Charles Newton",83,1
"2655","T185848","Advice from farmer Trueman to his daughter Mary",702,2
"2656","T185929","The odes",13707,61
"2657","T186015","An abridgment of L. Murray's English grammar",606,1
"2658","T186086","The Historical cathechism",702,4
"2659","T186179","Friendship in death",232,1
"2660","T186213","The distrest mother",298,1
"2661","T186219","Cato of Utica",1125,2
"2662","T186220","Cato",1566,4
"2663","T186248","Fables of Æsop and others",1140,2
"2664","T186250","On the employment of time. Three essays. By the Author of, Observations on the history and evidence of the resurrection of Jesus Christ",104,1
"2665","T186331","The new English tutor: or, Modern preceptor",1364,3
"2666","T186332","The New-English tutor: or, Modern preceptor",2886,7
"2667","T186338","The new entertaining humorist",14936,8
"2668","T18641","Letters to his friends",344,2
"2669","T186567","The New modern story teller",6337,2
"2670","T186576","The new pleasant instructor",1097,1
"2671","T186682","Decii Junii Juvenalis Aquinatis, et A. Persii Flacci satyrae",165,1
"2672","T186834","Thirty Scots songs adapted for a voice & harpsichord",463,1
"2673","T186887","Exercises to the rules and construction of French speech",485,3
"2674","T186956","Elegant extracts",96656,82
"2675","T187039","The lives of the poets of Great Britain and Ireland",17151,11
"2676","T187041","Juvenile pieces",337,3
"2677","T187060","An earnest appeal to the public",103,1
"2678","T187100","The instructive and entertaining fables of Pilpay",366,3
"2679","T187128","The New Royal Primer, or, The easy and pleasant guide to the art of reading, authorized by His Majesty King George III",463,1
"2680","T187173","Q. Horatii Flacci epistolae ad Pisones, et Augustum",305,1
"2681","T187230","The charms of chearfulness",467,1
"2682","T187484","A call to the unconverted",3003,6
"2683","T187802","The adventures of the Guildford jack-daw",143,1
"2684","T187907","The chearful linnet",455,1
"2685","T187921","The charms of chearfulness",454,1
"2686","T187927","The charmer",6371,6
"2687","T187951","A choice collection of Scotch and English songs",2983,1
"2688","T187964","The choice",997,1
"2689","T187967","The choice",999,1
"2690","T188116","The chearful companion: a collection of Scots and English songs, catches and glees",1552,2
"2691","T188117","The comic songster",463,1
"2692","T188154","The new polite instructor",96101,29
"2693","T188155","The moral instructor",3707,1
"2694","T188204","English exercises",618,1
"2695","T188206","The elements of English grammar",655,7
"2696","T188332","A collection of letters",1925,10
"2697","T188696","An inquiry into the human mind",526,2
"2698","T188731","A practical new grammar, with exercises of bad English",5058,22
"2699","T188750","Joe Miller's jests",498,1
"2700","T188753","Joe Miller's jests: or, The wits vade-mecum",1351,6
"2701","T188761","Joe Miller's jests",1145,3
"2702","T189039","The shorter poems of Alexander Pope",7574,10
"2703","T189111","Beatrice",163,2
"2704","T189113","Extracts from sermons preached in K- Abbey, Isaiah, Chap. I. Verse 23. Thy princes are rebellious, and companions of thieves",167,2
"2705","T189114","Beauties of eminent writers",71552,80
"2706","T189198","Joke upon joke",167,1
"2707","T189223","The beauties of Pope",1812,6
"2708","T189248","The kentish songster",1560,2
"2709","T189263","The jovial companion",459,1
"2710","T189289","The general songster",473,1
"2711","T189290","The general songster",87,1
"2712","T189416","Cato",1591,4
"2713","T189593","The Jew's appeal on the divine mission of Richard brothers, and N.B. Halhed, Esq. to restore Israel, and rebuild Jerusalem",868,4
"2714","T189913","Logismos a ratiocination upon voting",210,1
"2715","T189948","The dramatic works of the Right Honourable Joseph Addison, Esq",1631,4
"2716","T190031","The history of the Holy Bible",2653,3
"2717","T190048","The only sure guide the English tongue or, New pronouncing spelling-book: upon the same plan as the royal standard English dictionary designed for the use of schools and private families",4121,1
"2718","T190092","The history of the life of Tamerlane the Great",1010,8
"2719","T190100","A history of the lives and exploits of the most remarkable pirates, highwaymen, murderers, street-robbers, &c",174,1
"2720","T190311","An Attempt towards an improved version, a metrical arrangement, and an explanation of the twelve minor prophets. By William Newcome D.D. bishop of Waterford",390,1
"2721","T190487","The Family library: or, Instructor in useful knowledge",31944,47
"2722","T190499","D. Junii Juvenalis et A. Persii Flacci satiræ expurgatæ",163,1
"2723","T190500","D. Junii Juvenalis Aquinatis, et A. Persii Flacci satyræ",173,1
"2724","T190886","A new grammar of the English language",1253,3
"2725","T190892","The curious history on several occasions",112,1
"2726","T190979","Cyclomathesis: or An easy introduction to the several branches of the mathematics",125,1
"2727","T190980","A father's legacy to his daughters. By the Late Dr. Gregory of Edinburgh",83,1
"2728","T191361","The humorous life",373,1
"2729","T191447","Fun for the parlour",209,1
"2730","T191525","Amatory pieces",562,1
"2731","T191897","The Christian scheme fairly stated, and briefly vindicated: in answer to a late pamphlet called deism fairly stated and fully vindicated, &c. By Thomas Weales, M.A. fellow of St. John's College, Oxford",206,2
"2732","T192019","Imitations of the eighteenth epistle of the first book, and of the eight ode of the fourth book of horace",237,2
"2733","T192044","Cato",1546,4
"2734","T192047","Cato. A tragedy. By Mr. Addison",1621,4
"2735","T192056","Cato. A tragedy. By Joseph Addison, Esq",1594,4
"2736","T192060","Cato",1582,4
"2737","T192063","Cato",934,2
"2738","T192090","Cato; a tragedy",1637,4
"2739","T192095","Cato. A tragedy. By Mr. Addison",1589,4
"2740","T192323","The clubists: Or, A picture of the times",115,2
"2741","T192429","Tim Grin's jests, or The new London joker",903,1
"2742","T192512","Matrimony",2299,4
"2743","T192731","A practical introduction to English grammar and rhetoric",827,4
"2744","T192779","A short but clear system of English grammar",348,2
"2745","T192782","The rudiments or first principles of English grammar",377,2
"2746","T192794","Supplement to beauties of eminent writers. By William Scott",16575,46
"2747","T1928","Hudibras",3872,10
"2748","T192835","Simplicity recommended to ministers of the Gospel",209,1
"2749","T192933","The vocal miscellany",1564,2
"2750","T193018","The easiest introduction to the Hebrew language",136,1
"2751","T193271","The rudiments of Latin and English grammar. By Alexander Adam, LL.D. rector of the high school of Edinburgh",102,1
"2752","T193321","An appendix",719,2
"2753","T193457","Annals of medicine",144,1
"2754","T193487","A Poem on Miss Bellamy",65,1
"2755","T193550","The book of Psalms illustrated",723,1
"2756","T193562","Westmonasterium. Or the history and antiquities of the Abbey Church of St. Peters Westminster",842,1
"2757","T193565","The works of Dr. Jonathan Swift",75,1
"2758","T193980","A Pocket companion for Oxford",531,2
"2759","T193983","The Bacchanalian: or, Choice spirits feast",143,1
"2760","T194050","Miscellanies in prose and verse",73,1
"2761","T194074","The Historical cathechism: containing ingenious answers to many notable questions of several wonderful matters in ancient history, &c. &c",577,3
"2762","T194075","Select hymns",2299,7
"2763","T194093","An historical description of Westminster Abbey, its mounments and curiosities",470,3
"2764","T194177","Select portions of Psalms and hymns, For the use of the congregation of St. Philip's in Birmingham",3533,11
"2765","T194179","Select portions of the Psalms, and a collection of hymns",1641,5
"2766","T194240","A selection of psalms and hymns",1981,4
"2767","T19434","An account of the use",107,1
"2768","T194387","The true Anti-Pamela",1684,4
"2769","T194451","The First book of the psalms of David",1369,4
"2770","T194580","The world",727,4
"2771","T194675","An oration, at the dedication by Free Mason's Hall in Sunderland, in the county of Durham on the 16th of day of July, 1778. By Brother W. Hutchinson",77,1
"2772","T194770","Letters, chiefly written for comforting those bereaved of children or friends, collected from books and mss. Second edition. To which is added, a supplement, not in the former edition",908,2
"2773","T194860","A pocket companion for Oxford",536,2
"2774","T194861","A Pocket companion for oxford",536,2
"2775","T194862","A New pocket companion for Oxford: or, Guide through the University",470,1
"2776","T194863","A new pocket companion for Oxford",79,1
"2777","T194929","The beauties of all the magazines selected",393,1
"2778","T194936","An universal history, from the earliest account of time to the present",144,1
"2779","T194955","The universal spelling-book; Or, A new and easy guide to the English language",966,2
"2780","T195075","T]ranslations and paraphrases, in verse, of several passages of [sac]cred Scripture",2558,3
"2781","T195142","The newcastle general magazine",4241,2
"2782","T195154","Woman triumphant: or, the excellency of the female sex",69,1
"2783","T195234","Saint Monday",63,1
"2784","T195274","The Psalms of David imitated in the language of the New Testament",1026,2
"2785","T195278","The Psalms of David in metre",737,1
"2786","T195297","A supplement to Dr. Swift's works",580,1
"2787","T195392","The psalms of David",707,1
"2788","T195403","The psalms of David",716,1
"2789","T195405","The psalms of David imitated in the language of the New Testament",1022,2
"2790","T195542","The odes",13361,56
"2791","T195549","A new a bridgment of the rules of French prosodia, according to bussier's observations",494,2
"2792","T195695","Rational and revealed religion calmly and candidly investigated and compared. By a Layman",666,1
"2793","T195891","Meditations and contemplations",5011,18
"2794","T196069","Cato. A tragedy. By Mr. Addison",1621,4
"2795","T196096","Hymns for the use of the Presbyterian congregation in Lisburn",2599,6
"2796","T196405","The new art of letter-writing",49436,20
"2797","T196478","Parody on Cato's soliloquy. .",628,2
"2798","T196517","Colin and Phœbe. Introduced in the spectator",1496,5
"2799","T196519","Interesting anecdotes, memoirs, allegories, essays, and poetical frangments",2007,10
